Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Sector,Daily Return,Cumulative Return,MA50,MA200,Change %,Country
2/5/2020,80.87999725,81.19000244,79.73750305,80.36250305,77.63444519,118826800,AAPL,Technology,0.008154341,0.070251286,,,,
2/6/2020,80.64250183,81.30500031,80.06500244,81.30249786,78.5425415,105425600,AAPL,Technology,0.01169708,0.082770101,,,,
2/7/2020,80.59249878,80.84999847,79.5,80.00749969,77.47492981,117684000,AAPL,Technology,-0.013592783,0.068052242,,,,
2/10/2020,78.54499817,80.38749695,78.46250153,80.38749695,77.84291077,109348800,AAPL,Technology,0.004749678,0.073125146,,,,
2/11/2020,80.90000153,80.97499847,79.67749786,79.90249634,77.37323761,94323200,AAPL,Technology,-0.006033602,0.066650336,,,,
2/12/2020,80.36750031,81.80500031,80.36750031,81.80000305,79.21069336,113730400,AAPL,Technology,0.02374795,0.091981095,,,,
2/13/2020,81.04750061,81.55500031,80.83750153,81.21749878,78.64664459,94747600,AAPL,Technology,-0.007120866,0.084205243,,,,
2/14/2020,81.18499756,81.49500275,80.71250153,81.23750305,78.66599274,80113600,AAPL,Technology,0.000246014,0.084471972,,,,
2/18/2020,78.83999634,79.9375,78.65249634,79.75,77.22557831,152531200,AAPL,Technology,-0.01831051,0.064614738,,,,
2/19/2020,80,81.14250183,80,80.90499878,78.3440094,93984000,AAPL,Technology,0.014482651,0.080033181,,,,
2/20/2020,80.65750122,81.16249847,79.55249786,80.07499695,77.54029083,100566000,AAPL,Technology,-0.010258839,0.068953295,,,,
2/21/2020,79.65499878,80.11250305,77.625,78.26249695,75.78517151,129554000,AAPL,Technology,-0.022634933,0.044757608,,,,
2/24/2020,74.31500244,76.04499817,72.30750275,74.54499817,72.18532562,222195200,AAPL,Technology,-0.047500663,-0.004869071,,,,
2/25/2020,75.23750305,75.63249969,71.53250122,72.01999664,69.74025726,230673600,AAPL,Technology,-0.033872097,-0.038576242,,,,
2/26/2020,71.63249969,74.47000122,71.625,73.16249847,70.84660339,198054800,AAPL,Technology,0.015863809,-0.023324399,,,,
2/27/2020,70.27500153,71.5,68.23999786,68.37999725,66.21548462,320605600,AAPL,Technology,-0.065368254,-0.087167978,,,,
2/28/2020,64.31500244,69.60250092,64.09249878,68.33999634,66.17673492,426510000,AAPL,Technology,-0.000585206,-0.087702173,,,,
3/2/2020,70.56999969,75.36000061,69.43000031,74.70249939,72.33784485,341397200,AAPL,Technology,0.093100845,-0.002766474,,,,
3/3/2020,75.91750336,76,71.44999695,72.33000183,70.04045868,319475600,AAPL,Technology,-0.031759118,-0.034437732,,,,
3/4/2020,74.11000061,75.84999847,73.28250122,75.68499756,73.28925323,219178400,AAPL,Technology,0.046384541,0.010349431,,,,
3/5/2020,73.87999725,74.88749695,72.85250092,73.23000336,70.91196442,187572800,AAPL,Technology,-0.032437072,-0.022423347,,,,
3/6/2020,70.5,72.70500183,70.30750275,72.25749969,69.97024536,226176800,AAPL,Technology,-0.013280115,-0.035405677,,,,
3/9/2020,65.9375,69.52249908,65.75,66.54250336,64.43615723,286744800,AAPL,Technology,-0.079092021,-0.111697392,,,,
3/10/2020,69.28500366,71.61000061,67.34249878,71.33499908,69.07695007,285290000,AAPL,Technology,0.072021564,-0.047720448,,,,
3/11/2020,69.34750366,70.30500031,67.96499634,68.85749817,66.6778717,255598800,AAPL,Technology,-0.03473052,-0.080793612,,,,
3/12/2020,63.98500061,67.5,62,62.05749893,60.09312057,418474000,AAPL,Technology,-0.098754669,-0.171569534,,,,
3/13/2020,66.22250366,69.98000336,63.23749924,69.49250031,67.29279327,370732000,AAPL,Technology,0.119808601,-0.072316439,73.94198967,,,
3/16/2020,60.48749924,64.76999664,60,60.55250168,58.63576126,322423600,AAPL,Technology,-0.128647238,-0.191660367,73.66393448,,,
3/17/2020,61.87749863,64.40249634,59.59999847,63.21500015,61.21397781,324056000,AAPL,Technology,0.043970036,-0.156117644,73.45154823,,,
