Date,Price,Open,High,Low,Vol.,Change %
3/24/2025,62,58.2,62,61.2,6.76M,6.53%
3/21/2025,58.2,60,60.05,58.2,8.24M,-3.00%
3/20/2025,60,60,60.05,60,3.59M,0.00%
3/19/2025,60,60.5,60.4,60,11.67M,-0.83%
3/18/2025,60.5,60.65,60.65,60.5,13.47M,-0.25%
3/17/2025,60.65,61,61,60.5,3.95M,-0.57%
3/14/2025,61,60.5,61,61,16.88M,0.83%
3/13/2025,60.5,61.6,62,60,26.69M,-1.79%
3/12/2025,61.6,59.9,61.6,60,3.82M,2.84%
3/11/2025,59.9,59.6,60,59.8,28.07M,0.50%
3/10/2025,59.6,59.5,61,59.6,3.31M,0.17%
3/7/2025,59.5,59,60.85,59,15.85M,0.85%
3/6/2025,59,58.5,59.95,58,49.95M,0.85%
3/5/2025,58.5,59,58.5,57.35,7.26M,-0.85%
3/4/2025,59,60.25,59.95,57.2,13.87M,-2.07%
3/3/2025,60.25,61.2,60.25,60,1.62M,-1.55%
2/28/2025,61.2,61,61.2,60.55,7.36M,0.33%
2/27/2025,61,61,62,60.95,9.45M,0.00%
2/26/2025,61,62.5,62.5,61,3.96M,-2.40%
2/25/2025,62.5,63,62.8,62.5,11.61M,-0.79%
2/24/2025,63,63.05,63.5,62.9,17.88M,-0.08%
2/21/2025,63.05,62.4,63.05,62.3,4.19M,1.04%
2/20/2025,62.4,62.85,62.85,62.25,20.83M,-0.72%
2/19/2025,62.85,62.85,63,62.85,5.24M,0.00%
2/18/2025,62.85,63,63.05,62.5,4.46M,-0.24%
2/17/2025,63,63.45,63.5,63,7.78M,-0.71%
2/14/2025,63.45,63.5,63.5,63.2,6.48M,-0.08%
2/13/2025,63.5,63,64,63.05,5.24M,0.79%
2/12/2025,63,62.9,63.7,62.9,14.81M,0.16%
2/11/2025,62.9,63.05,63,62.8,14.08M,-0.24%
2/10/2025,63.05,64,63.35,63.05,3.06M,-1.48%
2/7/2025,64,64,64,64,5.75M,0.00%
2/6/2025,64,64,64.15,64,8.76M,0.00%
2/5/2025,64,62,64.5,63,7.82M,3.23%
2/4/2025,62,61.05,62,61,20.22M,1.56%
2/3/2025,61.05,61.05,61.05,61,5.63M,0.00%
1/31/2025,61.05,62.3,62.3,61.05,32.73M,-2.01%
1/30/2025,62.3,62.35,62.3,62.1,16.23M,-0.08%
1/29/2025,62.35,62.4,62.35,62.15,10.33M,-0.08%
1/28/2025,62.4,62.35,62.4,62,4.68M,0.08%
1/27/2025,62.35,61.25,64,61.4,20.14M,1.80%
1/24/2025,61.25,61,61.25,60,6.74M,0.41%
1/23/2025,61,60,61.2,60,42.14M,1.67%
1/22/2025,60,59,60,59,6.24M,1.69%
1/21/2025,59,58,59,58.2,4.01M,1.72%
1/20/2025,58,58,58,58,7.10M,0.00%
1/17/2025,58,58,58,58,3.90M,0.00%
1/16/2025,58,57.35,58.5,58,65.05M,1.13%
1/15/2025,57.35,57.95,57.35,57.35,1.57M,-1.04%
1/14/2025,57.95,58,58,57.95,54.35M,-0.09%
1/13/2025,58,58,58.75,57.4,24.38M,0.00%
1/10/2025,58,57,58,56.7,5.15M,1.75%
1/9/2025,57,57,57,57,4.28M,0.00%
1/8/2025,57,57,57,56.8,5.91M,0.00%
1/7/2025,57,56.2,57,56.2,20.57M,1.42%
1/6/2025,56.2,57,57,56.2,53.96M,-1.40%
1/3/2025,57,57,57,57,2.91M,0.00%
1/2/2025,57,57,57,57,1.45M,0.00%
12/31/2024,57,57,57,57,10.98M,0.00%
12/30/2024,57,57,57,55.05,54.68M,0.00%
12/27/2024,57,57.95,58,57,22.88M,-1.64%
12/24/2024,57.95,58.75,58.5,57,17.42M,-1.36%
12/23/2024,58.75,57,58.75,57,39.38M,3.07%
12/20/2024,57,54,57.5,54,23.51M,5.56%
12/19/2024,54,52.95,54,52.95,20.41M,1.98%
12/18/2024,52.95,52.5,52.95,52.05,11.13M,0.86%
12/17/2024,52.5,52,52.5,52,8.20M,0.96%
12/16/2024,52,52.95,53,52,8.33M,-1.79%
12/13/2024,52.95,53,53,52.1,5.61M,-0.09%
12/12/2024,53,53,53,53,2.18M,0.00%
12/11/2024,53,53,53,52.8,5.81M,0.00%
12/10/2024,53,53.2,53.05,53,4.56M,-0.38%
12/9/2024,53.2,53.2,54,52.55,24.49M,0.00%
12/6/2024,53.2,53,53.2,53,12.69M,0.85%
12/5/2024,52.75,52.65,52.9,52.65,40.18M,0.19%
12/4/2024,52.65,52.5,52.65,52.5,26.03M,0.29%
12/3/2024,52.5,52.5,53,52.5,18.16M,0.00%
12/2/2024,52.5,52.95,52.5,51.4,20.92M,-0.85%
11/29/2024,52.95,53,52.95,51.7,3.53M,-0.09%
11/28/2024,53,53,53,53,4.03M,0.00%
11/27/2024,53,53,53,52.5,28.75M,0.00%
11/26/2024,53,52.75,53,53,7.27M,0.47%
11/25/2024,52.75,54.6,54.5,52.75,4.34M,-3.39%
11/22/2024,54.6,54.6,54.65,54.5,4.33M,0.00%
11/21/2024,54.6,56,55,54.5,4.66M,-2.50%
11/20/2024,56,56,56,55.55,3.38M,0.00%
11/19/2024,56,55.35,56,55.5,13.49M,1.17%
11/18/2024,55.35,56,56.5,55.35,3.16M,-1.16%
11/15/2024,56,54.5,56,54,12.17M,2.75%
11/14/2024,54.5,54.2,54.5,54.3,7.42M,0.55%
11/13/2024,54.2,53.65,54.8,53.8,14.73M,1.03%
11/12/2024,53.65,53.6,53.7,53.6,15.69M,0.09%
11/11/2024,53.6,53.6,53.6,53.1,11.59M,0.00%
11/8/2024,53.6,53.5,53.6,50,22.46M,0.19%
11/7/2024,53.5,54.05,54.35,53.5,12.96M,-1.02%
11/6/2024,54.05,55.1,54.95,54.05,2.77M,-1.91%
11/5/2024,55.1,55.1,55.1,54.1,20.06M,0.00%
11/4/2024,55.1,55.3,56,54,21.48M,-0.36%
11/1/2024,55.3,53.7,57,53.9,22.47M,2.98%
10/31/2024,53.7,53.3,53.7,53.3,7.73M,0.75%
10/30/2024,53.3,50.6,53.3,52.5,11.62M,5.34%
10/29/2024,50.6,50.9,51,50.55,7.13M,-0.59%
10/28/2024,50.9,52,51.5,50.9,2.15M,-2.12%
10/25/2024,52,53,53,52,4.99M,-1.89%
10/24/2024,53,52.5,53,52.05,24.20M,0.95%
10/23/2024,52.5,52.5,52.5,51.3,4.53M,0.00%
10/22/2024,52.5,51,52.5,51.35,4.72M,2.94%
10/21/2024,51,50,54.5,50.2,9.03M,2.00%
10/18/2024,50,50,50,49.7,9.75M,0.00%
10/17/2024,50,52,52,50,19.63M,-3.85%
10/16/2024,52,51.5,52,51,16.74M,0.97%
10/15/2024,51.5,49.9,51.5,49.5,5.73M,3.21%
10/14/2024,49.9,49,49.9,48,4.33M,1.84%
10/11/2024,49,47.95,50.05,47.65,10.19M,2.19%
10/10/2024,47.95,47.2,47.95,47.25,2.75M,1.59%
10/9/2024,47.2,47.2,47.75,46.6,10.30M,0.00%
10/8/2024,47.2,49,48.5,47.15,8.81M,-3.67%
10/7/2024,49,49.1,49.1,46.4,16.03M,-0.20%
10/4/2024,49.1,48.7,49.1,49.1,2.77M,0.82%
10/3/2024,48.7,47.85,48.7,48.05,3.99M,1.78%
10/2/2024,47.85,48,48,47.85,4.60M,-0.31%
9/30/2024,48,47.4,48,47.4,2.88M,1.27%
9/27/2024,47.4,46.5,47.4,46.5,7.06M,1.94%
9/26/2024,46.5,46.35,46.65,46.3,10.24M,-1.80%
9/25/2024,47.35,46.95,47.4,47,8.44M,0.85%
9/24/2024,46.95,46.9,47.05,46.95,4.90M,0.11%
9/23/2024,46.9,47.5,47.1,46.55,5.10M,-1.26%
9/20/2024,47.5,46.25,47.5,46,7.05M,2.70%
9/19/2024,46.25,46.4,46.25,46,14.76M,-0.32%
9/18/2024,46.4,46.9,46.65,46.3,5.25M,-1.07%
9/17/2024,46.9,46,46.9,46.4,1.60M,1.96%
9/13/2024,46,45.65,46.15,45.6,11.36M,0.77%
9/12/2024,45.65,46.5,47.5,45.4,7.73M,0.44%
9/11/2024,45.45,45.5,45.6,45.4,12.55M,-0.11%
9/10/2024,45.5,45.4,45.75,45.3,18.92M,0.22%
9/9/2024,45.4,45.4,45.5,45.3,33.92M,0.00%
9/6/2024,45.4,45.5,45.45,45.3,15.52M,-0.22%
9/5/2024,45.5,45.8,45.6,45.3,28.45M,-0.66%
9/4/2024,45.8,46,45.9,45.5,21.95M,-0.43%
9/3/2024,46,45.6,46,45.6,17.22M,0.88%
9/2/2024,45.6,45.5,45.65,45.5,12.13M,0.22%
8/30/2024,45.5,45.9,45.8,45.5,26.28M,-0.87%
8/29/2024,45.9,45.8,45.9,45.8,15.24M,0.22%
8/28/2024,45.8,45.65,45.8,45.6,6.63M,0.33%
8/27/2024,45.65,45.5,45.8,45.5,13.12M,0.33%
8/26/2024,45.5,45.6,45.5,45.3,8.74M,-0.22%
8/23/2024,45.6,45.55,45.65,45.55,11.26M,0.11%
8/22/2024,45.55,45.5,45.65,45.55,2.67M,0.11%
8/21/2024,45.5,45.8,45.85,45.5,45.75M,-0.66%
8/20/2024,45.8,45.8,45.9,45.5,20.27M,0.00%
8/19/2024,45.8,46,46.25,45.8,59.25M,-0.43%
8/16/2024,46,45.55,46,45.75,90.89M,0.99%
8/15/2024,45.55,45.5,45.55,45.2,15.94M,0.11%
8/14/2024,45.5,45.6,45.55,45.5,36.33M,-0.22%
8/13/2024,45.6,45.6,45.6,45.05,72.00M,0.00%
8/12/2024,45.6,45.9,45.9,45,123.92M,-0.65%
8/9/2024,45.9,46,46.05,45.9,22.27M,-0.22%
8/8/2024,46,45,46.5,45.8,109.92M,2.22%
8/7/2024,45,44.35,45,44.5,74.34M,1.47%
8/6/2024,44.35,45,44.8,44.35,4.58M,-1.44%
8/5/2024,45,45,45,44.3,4.90M,0.00%
8/2/2024,45,44,45,44.8,3.35M,2.27%
8/1/2024,44,44,44.1,44,14.87M,0.00%
7/31/2024,44,43.95,44,43.95,9.68M,0.11%
7/30/2024,43.95,44,44,43.65,7.68M,-0.11%
7/29/2024,44,44,44.1,43.6,20.99M,0.00%
7/26/2024,44,44.75,44,43.5,28.42M,-1.68%
7/25/2024,44.75,45,45,43.2,27.05M,-0.56%
7/24/2024,45,45.05,45.05,45,21.09M,-0.11%
7/23/2024,45.05,45,45.05,45,4.48M,0.11%
7/22/2024,45,44.95,45.25,45,8.19M,0.11%
7/19/2024,44.95,45.3,45.25,44,37.55M,-0.77%
7/18/2024,45.3,45.5,45.5,43,39.75M,-0.44%
7/17/2024,45.5,45.6,45.6,45.5,4.18M,-0.22%
7/16/2024,45.6,45.6,45.8,45.1,29.16M,0.00%
7/15/2024,45.6,45.5,46.9,45.5,66.90M,0.22%
7/12/2024,45.5,45.2,45.65,45.35,42.69M,0.66%
7/11/2024,45.2,45.1,45.2,45.2,5.75M,0.22%
7/10/2024,45.1,45.05,45.15,45,14.49M,-0.88%
7/9/2024,45.5,46.95,46.95,45.3,23.60M,-4.21%
7/8/2024,47.5,47.35,47.65,47.2,40.84M,0.32%
7/5/2024,47.35,47.2,47.35,47.2,13.17M,0.32%
7/4/2024,47.2,47.2,47.3,47,59.43M,0.00%
7/3/2024,47.2,46,47.2,46,9.33M,2.61%
7/2/2024,46,45.15,46,45.15,13.23M,1.88%
7/1/2024,45.15,45,45.45,45,6.96M,0.33%
6/28/2024,45,44.55,45,44.6,9.16M,1.01%
6/27/2024,44.55,44,44.55,44,66.05M,1.25%
6/26/2024,44,43.6,44,43.6,13.85M,0.92%
6/25/2024,43.6,43.5,43.6,43.05,37.85M,0.23%
6/24/2024,43.5,44,43.5,43.25,9.16M,-1.14%
6/21/2024,44,44.9,44.55,44,58.55M,-2.00%
6/20/2024,44.9,43,44.9,43,11.30M,4.42%
6/19/2024,43,42.2,43.05,43,5.88M,1.90%
6/14/2024,42.2,42.05,42.25,41,15.14M,0.36%
6/13/2024,42.05,41.05,42.45,41.8,46.86M,2.44%
6/11/2024,41.05,40,41.95,39.95,33.82M,2.62%
6/10/2024,40,39.95,40.05,40,12.18M,0.13%
6/7/2024,39.95,40,40,39.95,13.19M,-0.12%
6/6/2024,40,40,40,40,15.84M,0.00%
6/5/2024,40,40,40,39.95,10.77M,0.00%
6/4/2024,40,40,40,40,8.76M,0.00%
6/3/2024,40,40,40,39,47.63M,0.00%
5/31/2024,40,39.8,40.25,39.9,24.16M,0.50%
5/30/2024,39.8,39,39.95,39,14.41M,2.05%
5/29/2024,39,38,39.4,38.5,12.14M,2.63%
5/28/2024,38,37.75,38,37.75,5.48M,0.66%
5/27/2024,37.75,37.3,37.95,37.35,5.59M,1.21%
5/24/2024,37.3,37,37.3,37,7.09M,0.81%
5/23/2024,37,38,38,37,38.54M,-2.63%
5/22/2024,38,39.4,39.35,38,35.01M,-3.55%
5/21/2024,39.4,39.35,40,39.3,40.64M,0.13%
5/20/2024,39.35,39.9,39.35,37.5,3.57M,-1.38%
5/17/2024,39.9,40,39.9,39.5,13.77M,-0.25%
5/16/2024,40,41.95,41.95,39.95,22.93M,-5.33%
5/15/2024,42.25,42.25,42.55,42.15,71.87M,0.00%
5/14/2024,42.25,42.2,42.25,42.05,32.25M,0.12%
5/13/2024,42.2,41.45,42.2,41,26.27M,1.81%
5/10/2024,41.45,40,41.45,40,11.44M,3.63%
5/9/2024,40,38,41.7,39.9,47.63M,5.26%
5/8/2024,38,38.55,38.7,38,25.21M,-1.43%
5/7/2024,38.55,41,41.5,38.15,8.94M,-5.98%
5/6/2024,41,41.75,41.9,40.3,35.91M,7.61%
5/3/2024,38.1,35,38.5,37.6,6.23M,8.86%
5/2/2024,35,32.7,35,33.5,4.12M,7.03%
4/30/2024,32.7,32.7,32.85,32.35,245.46M,0.00%
4/29/2024,32.7,32.8,32.8,32.4,12.37M,-7.89%
4/26/2024,35.5,35.95,36,35.5,16.55M,-1.25%
4/25/2024,35.95,36,36,35.95,4.80M,-0.14%
4/24/2024,36,35.75,36.5,36,81.41M,0.70%
4/23/2024,35.75,36.7,38.45,35.75,8.14M,-2.59%
4/22/2024,36.7,33.5,36.7,35,50.16M,9.55%
4/19/2024,33.5,34.35,35,33.5,38.30M,-2.47%
4/18/2024,34.35,35.75,36,34.35,32.79M,-3.92%
4/17/2024,35.75,36.8,36.5,35.7,13.69M,-2.85%
4/16/2024,36.8,38.2,37.3,36.2,47.38M,-3.66%
4/15/2024,38.2,41.4,39.1,38.2,14.29M,-7.73%
4/12/2024,41.4,46,45.4,41.4,98.76M,-10.00%
4/8/2024,46,48,48,45.85,33.44M,-4.17%
4/5/2024,48,49,48.55,47.5,58.45M,-2.04%
4/4/2024,49,52.4,51,49,54.36M,-6.49%
4/3/2024,52.4,53.05,53.2,52.4,29.70M,-1.23%
4/2/2024,53.05,52.5,53.95,49.7,84.65M,1.05%
3/28/2024,52.5,52,52.5,51,78.68M,0.96%
3/27/2024,52,49.2,52.5,49,49.53M,5.69%
3/26/2024,49.2,48.3,49.2,48,67.15M,1.86%
3/25/2024,48.3,48.75,48.5,47.2,13.30M,-0.92%
3/22/2024,48.75,47.2,49.5,48,64.13M,3.28%
3/21/2024,47.2,45.85,48,45.85,19.04M,2.94%
3/20/2024,45.85,45.85,45.9,45.5,9.30M,0.00%
3/19/2024,45.85,46.65,46.65,45.85,8.22M,-1.71%
3/18/2024,46.65,48.45,47,45.5,35.35M,-3.72%
3/15/2024,48.45,44.05,48.45,44,13.75M,9.99%
3/14/2024,44.05,44.4,44.1,44,13.86M,-0.79%
3/13/2024,44.4,43,44.5,43,26.44M,3.26%
3/12/2024,43,41.2,43.9,41.2,39.03M,2.63%
3/11/2024,41.9,41.1,42,41.5,96.63M,1.95%
3/8/2024,41.1,40.7,41.1,40,18.04M,0.98%
3/7/2024,40.7,41.35,41,40.7,6.55M,-1.57%
3/6/2024,41.35,41.7,41.7,41.3,37.47M,-0.84%
3/5/2024,41.7,41.5,41.7,41.3,11.83M,0.48%
3/4/2024,41.5,41.7,41.5,41.15,3.11M,-0.48%
3/1/2024,41.7,39.75,43.2,39.6,20.49M,5.30%
2/29/2024,39.6,36,39.6,36,8.63M,10.00%
2/28/2024,36,39.45,36.95,36,9.51M,-8.75%
2/27/2024,39.45,39.5,39.45,38.1,7.87M,-0.13%
2/26/2024,39.5,39.05,39.5,39.5,8.25M,1.15%
2/23/2024,39.05,39.5,40,38.8,53.04M,-1.14%
2/22/2024,39.5,38.55,39.5,38.8,9.55M,2.46%
2/21/2024,38.55,38.85,38.9,38.55,17.18M,-0.77%
2/20/2024,38.85,39,39.5,38.6,13.80M,-0.38%
2/19/2024,39,39,39.6,39,28.83M,0.00%
2/16/2024,39,39.05,39.8,38.85,27.58M,-0.13%
2/15/2024,39.05,39.2,39.25,39.05,56.61M,-0.38%
2/14/2024,39.2,39.45,39.45,39,12.30M,-0.63%
2/13/2024,39.45,39.85,39.7,39.45,8.60M,-1.00%
2/12/2024,39.85,40,39.95,37,21.17M,-0.38%
2/9/2024,40,39.95,41.15,39.55,11.80M,0.13%
2/8/2024,39.95,39.2,39.95,37.2,18.55M,1.91%
2/7/2024,39.2,39.9,40,39,26.02M,-1.75%
2/6/2024,39.9,40.5,40.05,39.05,32.95M,-1.48%
2/5/2024,40.5,41.55,44.15,40.05,14.17M,-2.53%
2/2/2024,41.55,40.7,42,41,80.61M,2.09%
2/1/2024,40.7,37,40.7,36.15,32.37M,10.00%
1/31/2024,37,41,40.75,36.9,47.91M,-9.76%
1/30/2024,41,43.75,43,40.1,18.90M,-6.29%
1/29/2024,43.75,43.95,45.95,43.45,33.34M,-0.46%
1/26/2024,43.95,43.8,44,43.5,24.65M,0.34%
1/25/2024,43.8,42.75,44,42,22.20M,2.46%
1/24/2024,42.75,42.55,42.75,42.3,8.76M,0.47%
1/23/2024,42.55,44.1,43,41.05,20.01M,-3.51%
1/22/2024,44.1,44.1,44.45,44,9.99M,0.00%
1/19/2024,44.1,45.5,45.5,44.1,12.10M,-3.08%
1/18/2024,45.5,46.5,46.25,45,63.44M,-2.15%
1/17/2024,46.5,47.35,47.35,46.45,7.80M,-1.80%
1/16/2024,47.35,46.35,47.5,46.5,6.49M,2.16%
1/15/2024,46.35,46.3,46.35,46,6.36M,0.11%
1/12/2024,46.3,45,46.45,45.1,10.03M,2.89%
1/11/2024,45,44,46,42.65,13.83M,2.27%
1/10/2024,44,48.2,48.8,43.55,70.50M,-8.71%
1/9/2024,48.2,44,48.4,43.5,45.13M,9.55%
1/8/2024,44,42.5,44,42.7,5.23M,3.53%
1/5/2024,42.5,42,43.35,42,30.51M,1.19%
1/4/2024,42,41.5,42.15,41.05,12.14M,1.20%
1/3/2024,41.5,40.1,41.75,40.4,9.40M,3.49%
1/2/2024,40.1,40.5,41,40.1,14.84M,-0.99%
12/29/2023,40.5,40.05,41.4,40,12.00M,1.12%
12/28/2023,40.05,40.25,40.5,40.05,7.25M,-0.50%
12/27/2023,40.25,40.5,40.5,40,20.47M,0.50%
12/22/2023,40.05,40,40.1,40,20.71M,0.12%
12/21/2023,40,40,40.15,40,43.59M,0.00%
12/20/2023,40,39.7,40.1,39.95,89.45M,0.76%
12/19/2023,39.7,39.6,39.75,39.6,22.76M,0.25%
12/18/2023,39.6,39.9,39.65,39.6,10.96M,-0.75%
12/15/2023,39.9,39.9,39.9,39.6,51.08M,0.00%
12/14/2023,39.9,39.9,39.95,39.75,18.78M,0.00%
12/13/2023,39.9,39.5,39.9,39.5,49.43M,1.01%
12/12/2023,39.5,39.25,39.5,39.2,21.59M,0.64%
12/11/2023,39.25,39.1,39.5,39,9.99M,0.38%
12/8/2023,39.1,39,39.2,39.05,19.68M,0.26%
12/7/2023,39,39.7,39.5,39,21.21M,-1.76%
12/6/2023,39.7,39.5,40,39.55,76.70M,0.51%
12/5/2023,39.5,39.2,39.5,39.2,23.00M,0.77%
12/4/2023,39.2,39.1,39.5,39.1,23.37M,0.26%
12/1/2023,39.1,39,39.1,39,6.78M,0.26%
11/30/2023,39,38.45,39.1,38.45,67.23M,1.43%
11/29/2023,38.45,38.5,38.5,38.45,56.91M,-0.13%
11/28/2023,38.5,38.85,38.8,38.5,8.76M,-0.90%
11/27/2023,38.85,39.05,39.1,38.8,6.01M,-0.38%
11/24/2023,39,38.95,39.1,38.95,3.54M,0.13%
11/23/2023,38.95,38.2,38.95,38.15,4.63M,1.96%
11/22/2023,38.2,37.3,38.25,37.5,33.87M,2.41%
11/21/2023,37.3,37.1,37.3,37.15,3.64M,0.54%
11/20/2023,37.1,37,37.2,37,7.36M,0.27%
11/17/2023,37,37,37,37,35.33M,0.00%
11/16/2023,37,37,37.1,37,18.09M,0.00%
11/15/2023,37,36.3,37.2,36.5,10.47M,1.93%
11/14/2023,36.3,36,36.35,36.3,2.11M,0.83%
11/13/2023,36,35.7,36,35.7,12.67M,0.84%
11/10/2023,35.7,35.9,35.95,35.7,24.29M,-0.56%
11/9/2023,35.9,35.7,35.9,35.4,14.67M,0.56%
11/8/2023,35.7,35.6,35.7,35.45,10.79M,0.28%
11/7/2023,35.6,35.3,35.6,35.4,13.41M,0.85%
11/6/2023,35.3,35.15,35.3,35.15,9.13M,0.43%
11/3/2023,35.15,35,35.15,35.1,29.88M,0.43%
11/2/2023,35,35.4,35.45,35,11.57M,-1.13%
11/1/2023,35.4,34.8,35.4,34.95,45.75M,1.72%
10/31/2023,34.8,35.35,35.45,34.6,18.03M,-1.56%
10/30/2023,35.35,35.35,35.4,35.3,18.27M,0.00%
10/27/2023,35.35,35,35.35,35.05,5.84M,1.00%
10/26/2023,35,35.55,35.5,35,13.61M,-1.55%
10/25/2023,35.55,36,36,35.25,20.63M,-1.25%
10/24/2023,36,35.2,36,35.2,42.04M,2.27%
10/23/2023,35.2,35.5,35.8,35.05,27.30M,-0.85%
10/20/2023,35.5,35.7,35.8,35.4,10.24M,-0.56%
10/19/2023,35.7,35.45,35.75,35.6,11.82M,0.71%
10/18/2023,35.45,35.2,35.5,35.3,23.42M,0.71%
10/17/2023,35.2,34.8,35.25,35,14.92M,1.15%
10/16/2023,34.8,34.7,34.95,34.8,1.97M,0.29%
10/13/2023,34.7,34.7,34.7,34.45,33.16M,0.00%
10/12/2023,34.7,35,35,34.65,11.74M,-0.86%
10/11/2023,35,35.65,35.65,34.65,10.15M,-1.82%
10/10/2023,35.65,35.9,35.75,35.65,6.79M,-0.70%
10/9/2023,35.9,36.05,35.9,35.8,6.74M,-0.42%
10/6/2023,36.05,36,36.1,35.7,16.75M,0.14%
10/5/2023,36,36,36,35.7,7.84M,0.00%
10/4/2023,36,35.2,36.2,35.35,24.63M,2.27%
10/3/2023,35.2,34.45,35.45,34.45,21.44M,2.18%
9/29/2023,34.45,34.5,34.5,34.4,10.98M,-0.14%
9/28/2023,34.5,34.75,35,34.5,9.35M,-0.72%
9/26/2023,34.75,35.8,35.5,34.75,14.18M,-2.93%
9/25/2023,35.8,35.95,36,35,9.03M,-0.42%
9/22/2023,35.95,36,36,35.8,10.51M,-0.14%
9/21/2023,36,35.6,36,35.6,7.29M,1.12%
9/20/2023,35.6,35.4,36.1,35.5,3.04M,0.56%
9/19/2023,35.4,35.25,35.4,35.4,11.44M,0.43%
9/18/2023,35.25,35.2,35.35,35.2,12.87M,0.14%
9/15/2023,35.2,35.5,35.7,34.35,26.39M,-2.22%
9/14/2023,36,37.1,36.25,36,11.64M,-2.96%
9/13/2023,37.1,35,38,36,20.24M,6.00%
9/12/2023,35,35.5,35.85,31.95,39.71M,-1.41%
9/11/2023,35.5,38.85,38.85,35.5,23.93M,-8.62%
9/8/2023,38.85,39,39,38.85,2.59M,-0.38%
9/7/2023,39,38.8,39,38.85,4.84M,0.52%
9/6/2023,38.8,39.5,39.85,37.5,11.21M,-1.77%
9/5/2023,39.5,40.5,40.5,39,38.65M,-2.47%
9/4/2023,40.5,41.8,41.8,38.3,54.80M,6.58%
9/1/2023,38,36.7,38,36.5,8.22M,3.54%
8/31/2023,36.7,36.3,36.7,36.1,5.67M,1.10%
8/30/2023,36.3,36.65,36.3,36.15,12.52M,-0.95%
8/29/2023,36.65,36,36.65,35.7,13.41M,1.81%
8/28/2023,36,36.1,36,35.5,2.64M,-0.28%
8/25/2023,36.1,36,36.1,35.85,4.22M,0.28%
8/24/2023,36,35.8,36.4,35.95,42.82M,0.56%
8/23/2023,35.8,36.45,36,35.6,3.53M,-1.78%
8/22/2023,36.45,36.5,36.5,36,7.62M,-0.14%
8/21/2023,36.5,36.45,36.5,36.35,15.44M,0.14%
8/18/2023,36.45,37.1,37,35.2,29.70M,-1.75%
8/17/2023,37.1,37.2,37.2,36.9,12.86M,-0.27%
8/16/2023,37.2,37.4,37.2,37.15,41.75M,-0.53%
8/15/2023,37.4,37.6,37.4,36.5,7.79M,-0.53%
8/14/2023,37.6,37.9,37.75,37.2,15.57M,-0.79%
8/11/2023,37.9,38,38.05,37.9,17.78M,-0.26%
8/10/2023,38,37.5,38,37.45,5.51M,1.33%
8/9/2023,37.5,37.5,37.5,37.2,3.91M,0.00%
8/8/2023,37.5,37,37.5,37,8.89M,1.35%
8/7/2023,37,36.4,37,36.35,5.05M,1.65%
8/4/2023,36.4,36.3,36.5,36,14.57M,0.28%
8/3/2023,36.3,35.5,36.5,35.5,11.76M,2.25%
8/2/2023,35.5,35.5,35.9,35.45,7.80M,0.00%
8/1/2023,35.5,36.65,36.1,35.4,17.15M,-3.14%
7/31/2023,36.65,37.05,37.1,36.5,12.77M,-1.08%
7/28/2023,37.05,37.5,37.6,36,7.05M,-1.20%
7/27/2023,37.5,38.7,37.5,36.7,3.45M,-3.10%
7/26/2023,38.7,38.7,38.9,38.5,22.78M,0.00%
7/25/2023,38.7,38.5,38.8,35,45.09M,0.52%
7/24/2023,38.5,38.3,38.6,36.2,20.62M,0.00%
7/21/2023,38.5,35,38.5,35.2,65.34M,10.00%
7/20/2023,35,34.8,35,34.4,19.22M,0.57%
7/19/2023,34.8,34.5,34.85,34.3,13.59M,0.87%
7/18/2023,34.5,34,34.5,34,5.21M,1.47%
7/17/2023,34,33.7,34,30.35,12.05M,0.89%
7/14/2023,33.7,34,33.9,32.05,26.00M,-0.88%
7/13/2023,34,36,35.75,33.95,51.24M,-5.56%
7/12/2023,36,35.9,36,33.7,19.47M,0.28%
7/11/2023,35.9,36,36,35.6,30.44M,-0.28%
7/10/2023,36,36.7,37.5,35.5,40.94M,-1.91%
7/7/2023,36.7,35.95,36.85,35.8,24.93M,2.09%
7/6/2023,35.95,36,36.05,35.6,14.59M,-0.14%
7/5/2023,36,35.1,36.1,35,24.39M,2.56%
7/4/2023,35.1,36.5,36.5,35,43.79M,-3.84%
7/3/2023,36.5,35,36.9,35,41.81M,4.29%
6/30/2023,35,34.4,35.15,34.5,77.03M,1.74%
6/27/2023,34.4,32.7,34.5,32.55,78.99M,5.20%
6/26/2023,32.7,31.45,32.7,31.9,44.83M,3.97%
6/23/2023,31.45,31.5,31.5,31.2,49.51M,-0.16%
6/22/2023,31.5,32,32,31.05,34.60M,-1.56%
6/21/2023,32,32.3,32.3,32,44.86M,-0.93%
6/20/2023,32.3,32.05,32.35,32,65.40M,0.78%
6/19/2023,32.05,30.6,32.4,30.6,83.80M,4.74%
6/16/2023,30.6,31.85,31.5,30.5,29.36M,-3.92%
6/15/2023,31.85,33.5,35.5,31.85,99.85M,-5.49%
6/14/2023,33.7,30.9,33.85,30.85,125.47M,9.42%
6/13/2023,30.8,28.25,30.8,28.25,208.06M,10.00%
6/9/2023,28,27.9,28,27.9,16.68M,0.36%
6/8/2023,27.9,27.8,28,27.7,16.27M,0.36%
6/7/2023,27.8,27.85,27.95,27.8,43.03M,-0.18%
6/6/2023,27.85,28.1,28.2,27.6,30.22M,-0.89%
6/5/2023,28.1,28.35,28.9,28.1,7.76M,-0.88%
